time_seconds,speed_meters_per_second,acceleration_meters_per_second_squared
0,0.12329957,0
1,0,-0.12329957
2,0,0
3,0,0
4.140999936,0,0
5.140999936,0,0
6.140999936,0,0
7.140999936,0,0
10.14099994,0,0
11.14099994,0,0
13.14099994,0.078075185,0.039037593
15.14099994,0.06432976,-0.006872713
16.14099994,0.009776522,-0.054553238
18.14099994,0.001812541,-0.00398199
19.14099994,0.012099993,0.010287451
21.14099994,0.014439204,0.001169606
22.14099994,0.01034139,-0.004097814
23.14099994,0.004977438,-0.005363952
25.14099994,0.023702791,0.009362677
30.14099994,0.016177023,-0.001505154
32.14099994,0.002272421,-0.006952301
33.14099994,0.06310781,0.060835389
34.14099994,0.029211525,-0.033896285
35.14099994,0.12604457,0.096833045
36.14099994,0.16437209,0.03832752
37.14099994,0.27679315,0.11242106
38.14099994,0.48005927,0.20326612
39.14099994,0.8106596,0.33060033
40.14099994,1.2014703,0.3908107
41.14099994,1.6199467,0.4184764
43.14099994,8.408143,3.39409815
45.14099994,11.292999,1.442428
46.14099994,12.811518,1.518519
50.14099994,16.150942,0.834856
51.14099994,17.228252,1.07731
52.14099994,18.088478,0.860226
53.14099994,19.020164,0.931686
54.14099994,20.053026,1.032862
55.14099994,20.52597,0.472944
56.14099994,20.417206,-0.108764
57.14099994,20.925043,0.507837
58.14099994,21.48657,0.561527
59.14099994,22.0875,0.60093
60.14099994,22.716677,0.629177
61.14099994,23.338724,0.622047
62.14099994,23.890574,0.55185
63.14099994,23.572598,-0.317976
64.14099994,23.224594,-0.348004
65.14099994,23.45151,0.226916
66.14099994,23.883371,0.431861
67.14099994,24.091982,0.208611
68.14099994,24.175756,0.083774
69.14099994,24.327467,0.151711
70.14099994,24.42486,0.097393
71.14099994,24.513313,0.088453
73.14099994,24.713045,0.099866
74.14099994,24.827805,0.11476
75.14099994,24.96899,0.141185
76.14099994,25.200294,0.231304
77.14099994,25.432657,0.232363
78.14099994,25.707523,0.274866
79.14099994,26.001402,0.293879
80.14099994,26.290077,0.288675
81.14099994,26.649944,0.359867
82.14099994,27.005623,0.355679
83.14099994,27.326897,0.321274
84.14099994,27.671392,0.344495
85.14099994,28.02718,0.355788
86.14099994,28.198994,0.171814
87.14099994,27.8221,-0.376894
88.14099994,27.43852,-0.38358
89.14099994,27.034248,-0.404272
90.14099994,26.643158,-0.39109
91.14099994,26.357046,-0.286112
93.14099994,25.736725,-0.3101605
94.14099994,25.50028,-0.236445
95.14099994,25.158861,-0.341419
96.14099994,24.889809,-0.269052
97.14099994,24.685944,-0.203865
98.14099994,24.58915,-0.096794
99.14099994,24.913557,0.324407
100.1409999,25.168901,0.255344
101.1409999,25.614695,0.445794
102.1409999,25.686954,0.072259
103.1409999,25.857307,0.170353
104.1409999,25.94422,0.086913
105.1409999,26.003534,0.059314
106.1409999,26.03891,0.035376
107.1409999,26.117277,0.078367
108.1409999,26.14661,0.029333
109.1409999,26.524746,0.378136
110.1409999,26.750477,0.225731
111.1409999,26.55343,-0.197047
112.1409999,26.385231,-0.168199
113.1409999,26.0919,-0.293331
114.1409999,25.956612,-0.135288
115.1409999,25.699314,-0.257298
116.1409999,25.535091,-0.164223
117.1409999,25.140884,-0.394207
118.1409999,24.898169,-0.242715
119.1409999,24.870363,-0.027806
120.1409999,25.114714,0.244351
121.1409999,25.51673,0.402016
122.1409999,25.768509,0.251779
123.1409999,25.74824,-0.020269
124.1409999,25.632418,-0.115822
125.1409999,25.429127,-0.203291
126.1409999,25.423943,-0.005184
127.1409999,25.594975,0.171032
128.1409999,25.673506,0.078531
129.1409999,25.324642,-0.348864
130.1409999,24.920914,-0.403728
131.1409999,24.984697,0.063783
132.1409999,25.1114,0.126703
133.1409999,25.414804,0.303404
134.1409999,25.431988,0.017184
135.1409999,25.564888,0.1329
136.1409999,25.689785,0.124897
137.1409999,25.881119,0.191334
138.1409999,25.801794,-0.079325
