time_seconds,speed_meters_per_second,acceleration_meters_per_second_squared
0.999000064,1.1281757,0.069062358
1.990000128,0.22072881,-0.915688024
2.990000128,0,-0.22072881
3.990000128,0,0
4.907000064,0,0
5.907000064,0,0
6.907000064,0,0
7.907000064,0,0
9.907000064,0,0
10.90700006,0,0
11.90700006,0,0
12.90700006,0,0
13.90700006,0,0
14.90700006,0,0
15.90700006,0,0
16.90700006,0,0
17.90700006,0.018901316,0.018901316
18.90700006,0.018807968,-9.33E-05
19.90700006,0.006340815,-0.012467153
20.90700006,0.010358358,0.004017543
21.90700006,0,-0.010358358
22.90700006,0.011694424,0.011694424
23.90700006,0.014454657,0.002760233
24.90700006,0.000716562,-0.013738095
25.90700006,0.004714387,0.003997825
26.90700006,0.008831462,0.004117076
27.90700006,0.005614254,-0.003217208
28.90700006,0.008019872,0.002405618
29.90700006,0.007448296,-0.000571576
30.90700006,0.001520658,-0.005927638
31.90700006,0.010414418,0.00889376
32.90700006,0.006519712,-0.003894706
33.90700006,0.006054117,-0.000465595
34.90700006,0.006086555,3.24E-05
35.90700006,0.008741029,0.002654474
36.90700006,0.015907874,0.007166845
37.90700006,0.010747326,-0.005160548
38.90700006,0.03962467,0.028877344
39.90700006,0.006279933,-0.033344737
40.90700006,0.032001708,0.025721775
42.90700006,0.030867126,-0.000567291
43.90700006,0.011377663,-0.019489463
44.90700006,0.00893697,-0.002440693
45.90700006,0.01658578,0.00764881
46.90700006,0.011093148,-0.005492632
47.90700006,0.006597506,-0.004495642
48.90700006,0.007997676,0.00140017
49.90700006,0.009666478,0.001668802
50.90700006,0.00779618,-0.001870298
51.90700006,0.010098328,0.002302148
53.90700006,0.004882391,-0.002607969
54.90700006,0.010446544,0.005564153
55.90700006,0.015803367,0.005356823
56.90700006,0.009284026,-0.006519341
57.90700006,0.006630037,-0.002653989
58.90700006,0.015231563,0.008601526
59.90700006,0.008815339,-0.006416224
60.90700006,0.038202226,0.029386887
61.90700006,0.008041327,-0.030160899
62.90700006,0.019269846,0.011228519
64.90700006,0.007217145,-0.00602635
65.90700006,0.001086218,-0.006130927
66.90700006,0.03350132,0.032415102
67.90700006,0.012262326,-0.021238994
68.90700006,0.007255081,-0.005007245
69.90700006,0.011464816,0.004209735
70.90700006,0.010503215,-0.000961601
71.90700006,0.02529687,0.014793655
72.90700006,0.025876747,0.000579877
73.90700006,0.012290757,-0.01358599
75.90700006,0.017185127,0.002447185
76.90700006,0.006117376,-0.011067751
77.90700006,0.003681617,-0.002435759
78.90700006,0.016024051,0.012342434
79.90700006,0.013802343,-0.002221708
80.90700006,0.016761579,0.002959236
81.90700006,0.008466949,-0.00829463
82.90700006,0.023089655,0.014622706
83.90700006,0.023684572,0.000594917
84.90700006,0.03121218,0.007527608
85.90700006,0.013280499,-0.017931681
86.90700006,0.009232794,-0.004047705
87.90700006,0.005653839,-0.003578955
88.90700006,0.02239898,0.016745141
89.90700006,0.005720187,-0.016678793
90.90700006,0.034203086,0.0284829
91.90700006,0.009604064,-0.024599022
92.90700006,0.006074148,-0.003529916
94.90700006,0.007885129,0.000905491
95.90700006,0.009859822,0.001974693
96.90700006,0.011506745,0.001646923
97.90700006,0.008847334,-0.002659411
98.90700006,0.005469732,-0.003377602
99.90700006,0.002353755,-0.003115977
100.9070001,0.005516939,0.003163184
101.9070001,0.004954782,-0.000562157
102.9070001,0.011511871,0.006557089
103.9070001,0.001382089,-0.010129782
104.9070001,0.014522586,0.013140497
106.9070001,0.014662259,6.98E-05
107.9070001,0.006119355,-0.008542904
108.9070001,0.011420903,0.005301548
109.9070001,0.003955157,-0.007465746
110.9070001,0.005961648,0.002006491
111.9070001,0.011289057,0.005327409
112.9070001,0.007942854,-0.003346203
113.9070001,0.009799801,0.001856947
114.9070001,0.038614847,0.028815046
116.9070001,0.007394364,-0.015610242
117.9070001,0.005920747,-0.001473617
118.9070001,0.01798074,0.012059993
119.9070001,0.005519137,-0.012461603
120.9070001,0.06889637,0.063377233
121.9070001,0.010062039,-0.058834331
122.9070001,0.008117752,-0.001944287
123.9070001,0.002674763,-0.005442989
124.9070001,0.012136579,0.009461816
125.9070001,0.011110415,-0.001026164
126.9070001,0.035974033,0.024863618
128.9070001,0.003064473,-0.01645478
129.9070001,0.00273336,-0.000331113
130.9070001,0.009193063,0.006459703
131.9070001,0.00855989,-0.000633173
132.9070001,0.00084842,-0.00771147
133.9070001,0.00959088,0.00874246
134.9070001,0.006902427,-0.002688453
135.9070001,0.005948043,-0.000954384
136.9070001,0.007744567,0.001796524
137.9070001,0.004711248,-0.003033319
138.9070001,0.003403169,-0.001308078
140.9070001,0.007038092,0.001817461
141.9070001,0.012992736,0.005954644
142.9070001,0.007103818,-0.005888918
143.9070001,0.004888344,-0.002215474
144.9070001,0.012860714,0.00797237
145.9070001,0.002374227,-0.010486487
146.9070001,0.008113849,0.005739622
147.9070001,0.005183861,-0.002929988
148.9070001,0.009227128,0.004043267
149.9070001,0.005417073,-0.003810055
150.9070001,0.021340363,0.01592329
151.9070001,0.00688649,-0.014453873
152.9070001,0.003212706,-0.003673783
153.9070001,0.005592746,0.00238004
154.9070001,0.001762605,-0.003830141
155.9070001,0.027700383,0.025937778
156.9070001,0.006180737,-0.021519646
157.9070001,0.02494251,0.018761773
158.9070001,0.007204744,-0.017737766
159.9070001,0.006303916,-0.000900828
161.9070001,0.02012061,0.006908347
162.9070001,0.006732785,-0.013387825
163.9070001,0.04352711,0.036794325
164.9070001,0.042612225,-0.000914885
165.9070001,0.065883785,0.02327156
166.9070001,0.04028197,-0.025601815
167.9070001,0.010672482,-0.029609488
168.9070001,0.009561483,-0.001110999
169.9070001,0.014413866,0.004852383
170.9070001,0.006518091,-0.007895775
172.9070001,0.013272596,0.003377252
173.9070001,0.01826612,0.004993524
174.9070001,0.059659507,0.041393387
175.9070001,0.016431652,-0.043227855
176.9070001,0.15362737,0.137195718
177.9070001,0.6569033,0.50327593
178.9070001,1.4359943,0.779091
179.9070001,2.4118328,0.9758385
180.9070001,2.4614153,0.0495825
181.9070001,2.59639,0.1349747
182.9070001,2.817723,0.221333
183.9070001,3.0558457,0.2381227
185.9070001,5.568099,1.25612665
186.9070001,6.3315387,0.7634397
188.9070001,8.569921,1.11919115
189.9070001,9.869196,1.299275
190.9070001,11.193803,1.324607
191.9070001,12.16965,0.975847
192.9070001,11.816988,-0.352662
193.9070001,11.494353,-0.322635
194.9070001,11.941675,0.447322
195.9070001,12.699217,0.757542
196.9070001,13.4380245,0.7388075
198.9070001,15.009018,0.78549675
199.9070001,15.7616415,0.7526235
200.9070001,16.362583,0.6009415
201.9070001,16.04958,-0.313003
202.9070001,15.8292675,-0.2203125
203.9070001,16.148193,0.3189255
204.9070001,16.56216,0.413967
205.9070001,17.002867,0.440707
206.9070001,17.481123,0.478256
207.9070001,17.92969,0.448567
208.9070001,18.402548,0.472858
209.9070001,18.840158,0.43761
210.9070001,19.293688,0.45353
211.9070001,19.733746,0.440058
212.9070001,20.19589,0.462144
213.9070001,20.621359,0.425469
214.9070001,21.062319,0.44096
215.9070001,21.51439,0.452071
216.9070001,21.797224,0.282834
217.9070001,21.488207,-0.309017
218.9070001,21.124485,-0.363722
219.9070001,21.194607,0.070122
220.9070001,21.42445,0.229843
222.9070001,21.656397,0.1159735
223.9070001,21.807028,0.150631
224.9070001,21.92758,0.120552
225.9070001,22.140343,0.212763
226.9070001,22.302908,0.162565
227.9070001,22.450054,0.147146
228.9070001,22.643301,0.193247
229.9070001,22.839577,0.196276
230.9070001,23.051228,0.211651
231.9070001,23.26204,0.210812
232.9070001,23.515713,0.253673
233.9070001,23.676388,0.160675
234.9070001,23.49364,-0.182748
235.9070001,23.40483,-0.08881
236.9070001,23.409775,0.004945
237.9070001,23.431591,0.021816
238.9070001,23.427027,-0.004564
239.9070001,23.136105,-0.290922
240.9070001,22.811634,-0.324471
241.9070001,22.44951,-0.362124
242.9070001,22.247189,-0.202321
243.9070001,22.075916,-0.171273
244.9070001,22.097334,0.021418
245.9070001,22.257053,0.159719
246.9070001,22.474506,0.217453
248.9070001,22.549688,0.037591
249.9070001,22.440792,-0.108896
250.9070001,22.388878,-0.051914
251.9070001,22.400183,0.011305
252.9070001,22.423782,0.023599
253.9070001,22.822016,0.398234
254.9070001,23.494783,0.672767
255.9070001,23.94678,0.451997
256.9070001,24.206686,0.259906
257.9070001,24.465704,0.259018
258.9070001,24.60605,0.140346
259.9070001,24.640873,0.034823
260.9070001,24.736994,0.096121
261.9070001,24.811115,0.074121
262.9070001,24.806065,-0.00505
263.9070001,24.752312,-0.053753
264.9070001,24.68423,-0.068082
265.9070001,24.52889,-0.15534
266.9070001,24.276508,-0.252382
268.9070001,23.997353,-0.1395775
269.9070001,23.767944,-0.229409
270.9070001,23.559128,-0.208816
271.9070001,23.369997,-0.189131
272.9070001,23.097385,-0.272612
273.9070001,22.644493,-0.452892
274.9070001,22.498016,-0.146477
275.9070001,22.127459,-0.370557
276.9070001,22.585678,0.458219
277.9070001,22.991013,0.405335
278.9070001,23.594995,0.603982
279.9070001,24.034063,0.439068
280.9070001,24.357773,0.32371
281.9070001,24.756893,0.39912
282.9070001,25.048954,0.292061
283.9070001,25.340605,0.291651
284.9070001,25.483974,0.143369
285.9070001,25.552118,0.068144
286.9070001,25.096449,-0.455669
287.9070001,24.514944,-0.581505
289.9070001,24.59378,0.039418
290.9070001,24.792297,0.198517
291.9070001,24.788086,-0.004211
292.9070001,24.6858,-0.102286
293.9070001,24.2509,-0.4349
294.9070001,23.480042,-0.770858
295.9070001,22.740515,-0.739527
296.9070001,22.499987,-0.240528
297.9070001,22.492586,-0.007401
298.9070001,22.55417,0.061584
299.9070001,22.51917,-0.035
300.9070001,22.49289,-0.02628
301.9070001,22.52436,0.03147
302.9070001,22.613663,0.089303
303.9070001,22.884989,0.271326
304.9070001,23.022455,0.137466
305.9070001,23.232124,0.209669
306.9070001,23.329605,0.097481
307.9070001,23.369658,0.040053
308.9070001,23.48208,0.112422
310.9070001,23.720278,0.119099
311.9070001,23.726152,0.005874
312.9070001,23.493692,-0.23246
313.9070001,23.217972,-0.27572
314.9070001,22.963596,-0.254376
315.9070001,22.710833,-0.252763
316.9070001,22.685877,-0.024956
317.9070001,22.8241,0.138223
318.9070001,22.996504,0.172404
319.9070001,23.194569,0.198065
320.9070001,23.417637,0.223068
321.9070001,23.594755,0.177118
322.9070001,21.462296,-2.132459
323.9070001,16.533304,-4.928992
324.9070001,11.23199,-5.301314
325.9070001,8.1301155,-3.1018745
326.9070001,7.1836414,-0.9464741
327.9070001,6.24383,-0.9398114
328.9070001,5.0710187,-1.1728113
329.9070001,3.8521402,-1.2188785
331.9070001,3.7941961,-0.02897205
332.9070001,3.4848602,-0.3093359
333.9070001,3.8956454,0.4107852
334.9070001,4.7486253,0.8529799
335.9070001,5.2124534,0.4638281
336.9070001,5.388058,0.1756046
337.9070001,5.7457943,0.3577363
338.9070001,6.230838,0.4850437
339.9070001,6.701859,0.471021
340.9070001,6.988153,0.286294
341.9070001,7.189321,0.201168
342.9070001,7.368156,0.178835
343.9070001,7.296962,-0.071194
344.9070001,6.513724,-0.783238
345.9070001,6.207799,-0.305925
346.9070001,5.976593,-0.231206
347.9070001,5.7273264,-0.2492666
348.9070001,6.061702,0.3343756
349.9070001,6.7029233,0.6412213
